case_folding,tokenized_text
terimakasih,['terimakasih']
pelayanan sangat baik,"['pelayanan', 'sangat', 'baik']"
pelayanan baik dan ramah,"['pelayanan', 'baik', 'dan', 'ramah']"
pelayanan ramah,"['pelayanan', 'ramah']"
baik,['baik']
mantap,['mantap']
,[]
terimakasih pak,"['terimakasih', 'pak']"
bagus,['bagus']
cepat sampai dan barang aman,"['cepat', 'sampai', 'dan', 'barang', 'aman']"
driver baik,"['driver', 'baik']"
saat baik,"['saat', 'baik']"
bagus,['bagus']
sangat sopan,"['sangat', 'sopan']"
terima kasih maxim memang tepat dan cepat,"['terima', 'kasih', 'maxim', 'memang', 'tepat', 'dan', 'cepat']"
drivernya mantap,"['drivernya', 'mantap']"
sangat memuaskan semoga rame,"['sangat', 'memuaskan', 'semoga', 'rame']"
ok,['ok']
ramah harga terjangkau dan baik,"['ramah', 'harga', 'terjangkau', 'dan', 'baik']"
,[]
mokasih oom sukses,"['mokasih', 'oom', 'sukses']"
sangat puas pengemudi nya rama pembawaan kendaraan sangat nyaman,"['sangat', 'puas', 'pengemudi', 'nya', 'rama', 'pembawaan', 'kendaraan', 'sangat', 'nyaman']"
sopan dan baik sekali,"['sopan', 'dan', 'baik', 'sekali']"
puas,['puas']
driver nya bagus banget kok,"['driver', 'nya', 'bagus', 'banget', 'kok']"
peta lokasi masih belum akurat juga tidak update lokasi terkini sesuai di map,"['peta', 'lokasi', 'masih', 'belum', 'akurat', 'juga', 'tidak', 'update', 'lokasi', 'terkini', 'sesuai', 'di', 'map']"
ramah,['ramah']
mantap,['mantap']
mantab,['mantab']
sementara ini saya menggunakan apk maxim berjalan dgn baiktingkatkan terus performa nya,"['sementara', 'ini', 'saya', 'menggunakan', 'apk', 'maxim', 'berjalan', 'dgn', 'baiktingkatkan', 'terus', 'performa', 'nya']"
top,['top']
sangat membantu dan ramah,"['sangat', 'membantu', 'dan', 'ramah']"
sopan,['sopan']
ramah bgt drvrnya mksh,"['ramah', 'bgt', 'drvrnya', 'mksh']"
ok,['ok']
driver sopan baik dan tepat waktu,"['driver', 'sopan', 'baik', 'dan', 'tepat', 'waktu']"
pengemudi kristian sandre allorerung dengan motorcycle warna biru dan hijau nopol dpyd selamat menikmati perjalanan anda rating,"['pengemudi', 'kristian', 'sandre', 'allorerung', 'dengan', 'motorcycle', 'warna', 'biru', 'dan', 'hijau', 'nopol', 'dpyd', 'selamat', 'menikmati', 'perjalanan', 'anda', 'rating']"
bagus,['bagus']
murah aman terpercaya dan driver yang ramah suka maxim,"['murah', 'aman', 'terpercaya', 'dan', 'driver', 'yang', 'ramah', 'suka', 'maxim']"
trimakasi nyaman terbaik,"['trimakasi', 'nyaman', 'terbaik']"
baik dan cepat jalan nya utamakan selamatan nya di jalan terimakasih,"['baik', 'dan', 'cepat', 'jalan', 'nya', 'utamakan', 'selamatan', 'nya', 'di', 'jalan', 'terimakasih']"
maxim oke,"['maxim', 'oke']"
pengemudi bagus,"['pengemudi', 'bagus']"
terimakasi,['terimakasi']
oke,['oke']
aman,['aman']
sangat membantu,"['sangat', 'membantu']"
baik,['baik']
bagus cepat,"['bagus', 'cepat']"
mantap,['mantap']
bagus,['bagus']
oke,['oke']
terimakasih telah mengantar sampai tujuan dengan selamat aman dan nyaman,"['terimakasih', 'telah', 'mengantar', 'sampai', 'tujuan', 'dengan', 'selamat', 'aman', 'dan', 'nyaman']"
,[]
driver ramah terima kasih,"['driver', 'ramah', 'terima', 'kasih']"
cepat dan mudah dan akurat,"['cepat', 'dan', 'mudah', 'dan', 'akurat']"
mantap,['mantap']
terima kasih,"['terima', 'kasih']"
sangat mudah,"['sangat', 'mudah']"
baguss,['baguss']
driver ramah,"['driver', 'ramah']"
mantap,['mantap']
mantap,['mantap']
keren,['keren']
ramah,['ramah']
sangat baik dn ramah,"['sangat', 'baik', 'dn', 'ramah']"
sangat membantu,"['sangat', 'membantu']"
drivernya ramah dan baik,"['drivernya', 'ramah', 'dan', 'baik']"
terima kasih pak sangat ramah dan baik,"['terima', 'kasih', 'pak', 'sangat', 'ramah', 'dan', 'baik']"
mantap,['mantap']
pelanyanan bagus,"['pelanyanan', 'bagus']"
senang ramah mas nya,"['senang', 'ramah', 'mas', 'nya']"
ok,['ok']
,[]
cepatakuratamanah,['cepatakuratamanah']
trima kasih abng baiktetap semangat tuhan berkati,"['trima', 'kasih', 'abng', 'baiktetap', 'semangat', 'tuhan', 'berkati']"
cepat dan murah,"['cepat', 'dan', 'murah']"
manyul,['manyul']
cepat dan ramah terimakasih banyak bli,"['cepat', 'dan', 'ramah', 'terimakasih', 'banyak', 'bli']"
sangat baik,"['sangat', 'baik']"
cepat dan ramah,"['cepat', 'dan', 'ramah']"
baik,['baik']
driver baik,"['driver', 'baik']"
mantapp,['mantapp']
oke,['oke']
berkendara dengan sangat bagus,"['berkendara', 'dengan', 'sangat', 'bagus']"
cepat dan aman,"['cepat', 'dan', 'aman']"
good,['good']
alhamdulillah orangnya enak,"['alhamdulillah', 'orangnya', 'enak']"
fast respon tengkyu supportnya,"['fast', 'respon', 'tengkyu', 'supportnya']"
baik dan rama,"['baik', 'dan', 'rama']"
baik,['baik']
mantap,['mantap']
rekomed banget,"['rekomed', 'banget']"
order telah dipenuhi oleh syahrani dengan toyota avanza warna hitam nopol dajv terima kasih atas perjalanan anda rating,"['order', 'telah', 'dipenuhi', 'oleh', 'syahrani', 'dengan', 'toyota', 'avanza', 'warna', 'hitam', 'nopol', 'dajv', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']"
sangat baik,"['sangat', 'baik']"
waktu penjemputan cepat,"['waktu', 'penjemputan', 'cepat']"
gercep pokoknya,"['gercep', 'pokoknya']"
bagus dan cepat,"['bagus', 'dan', 'cepat']"
maxim menyala trus murah hemat cepat akurat,"['maxim', 'menyala', 'trus', 'murah', 'hemat', 'cepat', 'akurat']"
good,['good']
baik sekali sangat ramah,"['baik', 'sekali', 'sangat', 'ramah']"
bapaknya ramah pokoknya terbaik moga rejekinya selalu lancar pak,"['bapaknya', 'ramah', 'pokoknya', 'terbaik', 'moga', 'rejekinya', 'selalu', 'lancar', 'pak']"
baik,['baik']
bagus amanah,"['bagus', 'amanah']"
,[]
sangat enak perjalanan nya,"['sangat', 'enak', 'perjalanan', 'nya']"
good,['good']
terima kasih,"['terima', 'kasih']"
good,['good']
semangat utk trus memberi yang terbaik,"['semangat', 'utk', 'trus', 'memberi', 'yang', 'terbaik']"
sangat ramah dan mengerti,"['sangat', 'ramah', 'dan', 'mengerti']"
pelayanan bagus,"['pelayanan', 'bagus']"
cepat datangnya dan mantaap,"['cepat', 'datangnya', 'dan', 'mantaap']"
sip dah,"['sip', 'dah']"
pelayanan bagusdan pengemudinya baik sekali,"['pelayanan', 'bagusdan', 'pengemudinya', 'baik', 'sekali']"
ok gass,"['ok', 'gass']"
ramah baik sopan,"['ramah', 'baik', 'sopan']"
terbaik,['terbaik']
trimakasih,['trimakasih']
bagus,['bagus']
baik sopan cara membawa pelanggan ramah,"['baik', 'sopan', 'cara', 'membawa', 'pelanggan', 'ramah']"
nyaman dan aman cepat dan sangat ramah kakaknyasehat sllu kak,"['nyaman', 'dan', 'aman', 'cepat', 'dan', 'sangat', 'ramah', 'kakaknyasehat', 'sllu', 'kak']"
mas nya wangii bgt si mas kek mau jmpt pacar hihihi canda,"['mas', 'nya', 'wangii', 'bgt', 'si', 'mas', 'kek', 'mau', 'jmpt', 'pacar', 'hihihi', 'canda']"
mantap,['mantap']
oke nyaman ramah juga,"['oke', 'nyaman', 'ramah', 'juga']"
bagus pelayanya cepat respon,"['bagus', 'pelayanya', 'cepat', 'respon']"
,[]
order telah dipenuhi oleh kristiando tumanggor dengan motorcycle warna biru nopol bmrx terima kasih atas perjalanan anda rating,"['order', 'telah', 'dipenuhi', 'oleh', 'kristiando', 'tumanggor', 'dengan', 'motorcycle', 'warna', 'biru', 'nopol', 'bmrx', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']"
mantap,['mantap']
baik dan ramah drivernya,"['baik', 'dan', 'ramah', 'drivernya']"
terima kasih kk,"['terima', 'kasih', 'kk']"
terimakasih,['terimakasih']
bagus,['bagus']
ok,['ok']
sangat memuaskan drivernya ramah dan sopan,"['sangat', 'memuaskan', 'drivernya', 'ramah', 'dan', 'sopan']"
pelayanan terbaik,"['pelayanan', 'terbaik']"
mantap,['mantap']
order telah dipenuhi oleh fakhrul munib dengan motorcycle warna merah tua nopol kbw terima kasih atas perjalanan anda rating,"['order', 'telah', 'dipenuhi', 'oleh', 'fakhrul', 'munib', 'dengan', 'motorcycle', 'warna', 'merah', 'tua', 'nopol', 'kbw', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']"
sangat mudah digunakan,"['sangat', 'mudah', 'digunakan']"
driver bersih wangi penjemputan cepat,"['driver', 'bersih', 'wangi', 'penjemputan', 'cepat']"
oke,['oke']
nyaman dan selamat,"['nyaman', 'dan', 'selamat']"
penjemputan cpt driver ramah bagus pokok yaa,"['penjemputan', 'cpt', 'driver', 'ramah', 'bagus', 'pokok', 'yaa']"
mantap,['mantap']
nyaman dan aman,"['nyaman', 'dan', 'aman']"
kreen mantap cepat dan tepat,"['kreen', 'mantap', 'cepat', 'dan', 'tepat']"
sangat baik dan ramah,"['sangat', 'baik', 'dan', 'ramah']"
good job,"['good', 'job']"
keren,['keren']
terima kasih pak,"['terima', 'kasih', 'pak']"
good mantaap,"['good', 'mantaap']"
maxim kl nunggu kena argotp keseluruhannya ok maxim,"['maxim', 'kl', 'nunggu', 'kena', 'argotp', 'keseluruhannya', 'ok', 'maxim']"
drivernya ramah dan amanah,"['drivernya', 'ramah', 'dan', 'amanah']"
orangnya sangat ramah,"['orangnya', 'sangat', 'ramah']"
good jobb,"['good', 'jobb']"
,[]
bagus,['bagus']
cepat aman orgnya sopan,"['cepat', 'aman', 'orgnya', 'sopan']"
good,['good']
mantap,['mantap']
sukses untuk maxim,"['sukses', 'untuk', 'maxim']"
abang maxim baik dan ramah kecepatan bw mtrnya pun pas tdk kencang dan tdk pelan,"['abang', 'maxim', 'baik', 'dan', 'ramah', 'kecepatan', 'bw', 'mtrnya', 'pun', 'pas', 'tdk', 'kencang', 'dan', 'tdk', 'pelan']"
fast respon dan driver nya gercep banget mantap,"['fast', 'respon', 'dan', 'driver', 'nya', 'gercep', 'banget', 'mantap']"
mantap,['mantap']
terimakasih mas,"['terimakasih', 'mas']"
mantap,['mantap']
ramah dan bersahaja,"['ramah', 'dan', 'bersahaja']"
ok,['ok']
tarimo kasih banyak om,"['tarimo', 'kasih', 'banyak', 'om']"
mantap,['mantap']
sangat bagus,"['sangat', 'bagus']"
mantap betul,"['mantap', 'betul']"
cepat,['cepat']
mantap,['mantap']
drivernya mantapsat set,"['drivernya', 'mantapsat', 'set']"
ok,['ok']
alhamdulillah,['alhamdulillah']
oke,['oke']
terbaik,['terbaik']
ok,['ok']
sippp aman ramah orangnya,"['sippp', 'aman', 'ramah', 'orangnya']"
terimakasih buat pelayanan nya hari ini maxim keren,"['terimakasih', 'buat', 'pelayanan', 'nya', 'hari', 'ini', 'maxim', 'keren']"
keren cepat,"['keren', 'cepat']"
oke,['oke']
keren maxim murah sopan drivernya,"['keren', 'maxim', 'murah', 'sopan', 'drivernya']"
ramah gesit,"['ramah', 'gesit']"
sangat amat baik,"['sangat', 'amat', 'baik']"
sangat nyaman supir bageur,"['sangat', 'nyaman', 'supir', 'bageur']"
sangat membantu terima kasih maxim,"['sangat', 'membantu', 'terima', 'kasih', 'maxim']"
pengemudi oke sip mantap jos,"['pengemudi', 'oke', 'sip', 'mantap', 'jos']"
lumayan pol,"['lumayan', 'pol']"
bagus,['bagus']
drivernya baik,"['drivernya', 'baik']"
sangat ramah sekali,"['sangat', 'ramah', 'sekali']"
baik,['baik']
trimakasih sdh sabar menunggu krn sy lg solat,"['trimakasih', 'sdh', 'sabar', 'menunggu', 'krn', 'sy', 'lg', 'solat']"
baik,['baik']
gacor bg,"['gacor', 'bg']"
performa yang baik,"['performa', 'yang', 'baik']"
makasih abangnya,"['makasih', 'abangnya']"
mantull,['mantull']
makasih bg,"['makasih', 'bg']"
proses,['proses']
nyaman,['nyaman']
ok,['ok']
mantap nyaman,"['mantap', 'nyaman']"
mantap,['mantap']
bar bar,"['bar', 'bar']"
diantar sampai tujuan terimakasih,"['diantar', 'sampai', 'tujuan', 'terimakasih']"
baik terimakasih,"['baik', 'terimakasih']"
sopirnya banyak yang asik ada jg yg kaya orang galak tp gtw,"['sopirnya', 'banyak', 'yang', 'asik', 'ada', 'jg', 'yg', 'kaya', 'orang', 'galak', 'tp', 'gtw']"
terima kasih,"['terima', 'kasih']"
ramah,['ramah']
recommended,['recommended']
,[]
bagus,['bagus']
pengantaran baik dan cepat,"['pengantaran', 'baik', 'dan', 'cepat']"
terima kasihmantap,"['terima', 'kasihmantap']"
ramah supir mobil nyaman,"['ramah', 'supir', 'mobil', 'nyaman']"
untuk tarif saya akui murah tapi gak bisa bayar pakai non tunai dan yang membuat saya kesel adalah orderan sudah masuk tapi tidak ada respon dari driver baik pergerakan maupun chat sehingga membuat saya terlalu lama menunggu dan terlambat kerja,"['untuk', 'tarif', 'saya', 'akui', 'murah', 'tapi', 'gak', 'bisa', 'bayar', 'pakai', 'non', 'tunai', 'dan', 'yang', 'membuat', 'saya', 'kesel', 'adalah', 'orderan', 'sudah', 'masuk', 'tapi', 'tidak', 'ada', 'respon', 'dari', 'driver', 'baik', 'pergerakan', 'maupun', 'chat', 'sehingga', 'membuat', 'saya', 'terlalu', 'lama', 'menunggu', 'dan', 'terlambat', 'kerja']"
bagus,['bagus']
bagus,['bagus']
mantap,['mantap']
oke,['oke']
ok,['ok']
sopan santun,"['sopan', 'santun']"
alhamdulillah gak menunggu lama,"['alhamdulillah', 'gak', 'menunggu', 'lama']"
bagus,['bagus']
apknya berguna untuk perjalanan jauh,"['apknya', 'berguna', 'untuk', 'perjalanan', 'jauh']"
bagus,['bagus']
bagus,['bagus']
godd,['godd']
mntap,['mntap']
nice,['nice']
kurirnya baik,"['kurirnya', 'baik']"
baik,['baik']
bagus,['bagus']
maantaap gaes,"['maantaap', 'gaes']"
bisa sambil jalan,"['bisa', 'sambil', 'jalan']"
,[]
pelayanan ramah,"['pelayanan', 'ramah']"
bagus,['bagus']
makasih pak,"['makasih', 'pak']"
nyaman dan ramah,"['nyaman', 'dan', 'ramah']"
,[]
mantap,['mantap']
terbaik ini mas,"['terbaik', 'ini', 'mas']"
bagus,['bagus']
bapaknya baik dan ramah terima kasih bapak,"['bapaknya', 'baik', 'dan', 'ramah', 'terima', 'kasih', 'bapak']"
maxim cepat pelayanannya drivernya sopan,"['maxim', 'cepat', 'pelayanannya', 'drivernya', 'sopan']"
driver oke,"['driver', 'oke']"
ngacir,['ngacir']
baik sekali,"['baik', 'sekali']"
mantap,['mantap']
bapaknya baik sopan semakin lancar orderannya,"['bapaknya', 'baik', 'sopan', 'semakin', 'lancar', 'orderannya']"
kren gercep,"['kren', 'gercep']"
trimakasih telah mengantarkan kami dengan selamatbarakallah,"['trimakasih', 'telah', 'mengantarkan', 'kami', 'dengan', 'selamatbarakallah']"
aman dan sabar,"['aman', 'dan', 'sabar']"
mhon pihak maxim untuk mnambahkn fitur comfort untuk bike sperti fitur car l car m agar memudahkn penumpang bsa memilih motor yg sesuai dengan tubuh mereka,"['mhon', 'pihak', 'maxim', 'untuk', 'mnambahkn', 'fitur', 'comfort', 'untuk', 'bike', 'sperti', 'fitur', 'car', 'l', 'car', 'm', 'agar', 'memudahkn', 'penumpang', 'bsa', 'memilih', 'motor', 'yg', 'sesuai', 'dengan', 'tubuh', 'mereka']"
muraahnyaman,['muraahnyaman']
mantab deh,"['mantab', 'deh']"
mantap dan gercep,"['mantap', 'dan', 'gercep']"
good job,"['good', 'job']"
ramahbersih,['ramahbersih']
good,['good']
driver komunikasi nya ramah,"['driver', 'komunikasi', 'nya', 'ramah']"
pelayanannya bagus dan murah,"['pelayanannya', 'bagus', 'dan', 'murah']"
makasih,['makasih']
jozzz,['jozzz']
amanah,['amanah']
mantap,['mantap']
ramah dan baik,"['ramah', 'dan', 'baik']"
mantap,['mantap']
mantap maximadanya maxim semua jadi praktis,"['mantap', 'maximadanya', 'maxim', 'semua', 'jadi', 'praktis']"
ntaps,['ntaps']
naisss bgt,"['naisss', 'bgt']"
cepat menguasai jalan,"['cepat', 'menguasai', 'jalan']"
bagus,['bagus']
sngt baikk,"['sngt', 'baikk']"
bapakk driver luar biasa baikk trmksh,"['bapakk', 'driver', 'luar', 'biasa', 'baikk', 'trmksh']"
pelayanan yang terbaik,"['pelayanan', 'yang', 'terbaik']"
memuas kan,"['memuas', 'kan']"
bagus drivernya ramahsaya puas,"['bagus', 'drivernya', 'ramahsaya', 'puas']"
good,['good']
gojeknya baik dan ramah,"['gojeknya', 'baik', 'dan', 'ramah']"
perjalan sangat baik sekali,"['perjalan', 'sangat', 'baik', 'sekali']"
pelayanan baik dan ramah,"['pelayanan', 'baik', 'dan', 'ramah']"
pelayanan baik dan ramah,"['pelayanan', 'baik', 'dan', 'ramah']"
semangat,['semangat']
ramah dan cepat,"['ramah', 'dan', 'cepat']"
memuaskan sampai tujuan,"['memuaskan', 'sampai', 'tujuan']"
mantap,['mantap']
mobilnya harum ramah orangnya,"['mobilnya', 'harum', 'ramah', 'orangnya']"
tingkatkan terus pelayanan dan sejahterakan drivernya bila maxim ingin maju dan berkembang,"['tingkatkan', 'terus', 'pelayanan', 'dan', 'sejahterakan', 'drivernya', 'bila', 'maxim', 'ingin', 'maju', 'dan', 'berkembang']"
sanga baik pelayanan nya,"['sanga', 'baik', 'pelayanan', 'nya']"
mantap bossku,"['mantap', 'bossku']"
driver bagus,"['driver', 'bagus']"
sgt baik,"['sgt', 'baik']"
mantap,['mantap']
baik,['baik']
terimakasih,['terimakasih']
trimakasi,['trimakasi']
nyaman banget,"['nyaman', 'banget']"
bagus banget,"['bagus', 'banget']"
pelayanannya ok,"['pelayanannya', 'ok']"
pelayanan nya bagus,"['pelayanan', 'nya', 'bagus']"
mantap,['mantap']
cepat selamat,"['cepat', 'selamat']"
driver nya ramah dan sopan,"['driver', 'nya', 'ramah', 'dan', 'sopan']"
good,['good']
aplikasi sangat membantu,"['aplikasi', 'sangat', 'membantu']"
mantul,['mantul']
ramah,['ramah']
makasih maxim,"['makasih', 'maxim']"
oke,['oke']
good,['good']
nyaman,['nyaman']
langganan amanah trbaik,"['langganan', 'amanah', 'trbaik']"
driver ramah,"['driver', 'ramah']"
terimakasih,['terimakasih']
sangat puas dengan deaiprnya,"['sangat', 'puas', 'dengan', 'deaiprnya']"
driver nya ramah,"['driver', 'nya', 'ramah']"
nyaman,['nyaman']
mantap menemani perjalanan,"['mantap', 'menemani', 'perjalanan']"
ok tq,"['ok', 'tq']"
bagus,['bagus']
ok smua,"['ok', 'smua']"
cepat dan gercep terimakasih yah,"['cepat', 'dan', 'gercep', 'terimakasih', 'yah']"
sangat ramah,"['sangat', 'ramah']"
mantap,['mantap']
terimakasih ojek nya baik sekali tidak ada ngebut,"['terimakasih', 'ojek', 'nya', 'baik', 'sekali', 'tidak', 'ada', 'ngebut']"
mantappp trimakasih sudah mengantarkan saya denga selamat sampai tujuan,"['mantappp', 'trimakasih', 'sudah', 'mengantarkan', 'saya', 'denga', 'selamat', 'sampai', 'tujuan']"
terbaik,['terbaik']
oke,['oke']
mantap,['mantap']
dapatkan aplikasi transportasi,"['dapatkan', 'aplikasi', 'transportasi']"
baik dan sesuai titik,"['baik', 'dan', 'sesuai', 'titik']"
sangat bagus,"['sangat', 'bagus']"
mantap,['mantap']
mantap,['mantap']
membantu sangat,"['membantu', 'sangat']"
okeiy,['okeiy']
good,['good']
ada keluhan dari pelanggan kenapa kalau mereka order susah dapat driver padahal driver di lokasi saya bnyk bngt pantesan yang biasa sya antar dan yang biasa sya liat pke maxim ganti ke sebelah kita driver yg biasa dapet lebih dari di lokasi sendiri la ini malah jarang banget dapet ny jadi itu keluhan dari para pelanggan,"['ada', 'keluhan', 'dari', 'pelanggan', 'kenapa', 'kalau', 'mereka', 'order', 'susah', 'dapat', 'driver', 'padahal', 'driver', 'di', 'lokasi', 'saya', 'bnyk', 'bngt', 'pantesan', 'yang', 'biasa', 'sya', 'antar', 'dan', 'yang', 'biasa', 'sya', 'liat', 'pke', 'maxim', 'ganti', 'ke', 'sebelah', 'kita', 'driver', 'yg', 'biasa', 'dapet', 'lebih', 'dari', 'di', 'lokasi', 'sendiri', 'la', 'ini', 'malah', 'jarang', 'banget', 'dapet', 'ny', 'jadi', 'itu', 'keluhan', 'dari', 'para', 'pelanggan']"
mantap,['mantap']
oke,['oke']
jos murah,"['jos', 'murah']"
mantap masse,"['mantap', 'masse']"
praktis dan tepat waktu,"['praktis', 'dan', 'tepat', 'waktu']"
terimakasihpelayanan sangat memuaskan,"['terimakasihpelayanan', 'sangat', 'memuaskan']"
mantep,['mantep']
ngisi saldo maxim wallet lama nya kebangetan gilaaaa ditingkatkan lagi pelayanan nya biar cepat masuk saldo wallet nya sudah ber jam jam nunggu gak masuk tolong dipikir orang punya kepentingan darurat yang segera butuh driver tapi saldo belum masuk sedangkan posisi gak pegang uang cash aplikasi maxim bagus tapi aplikasi kerjasama wallet nya si kaspro ini yang kacau rating google si kaspro aja bintang mayoritas menandakan aplikasi nya memang banyak masalah cari bank digital lain,"['ngisi', 'saldo', 'maxim', 'wallet', 'lama', 'nya', 'kebangetan', 'gilaaaa', 'ditingkatkan', 'lagi', 'pelayanan', 'nya', 'biar', 'cepat', 'masuk', 'saldo', 'wallet', 'nya', 'sudah', 'ber', 'jam', 'jam', 'nunggu', 'gak', 'masuk', 'tolong', 'dipikir', 'orang', 'punya', 'kepentingan', 'darurat', 'yang', 'segera', 'butuh', 'driver', 'tapi', 'saldo', 'belum', 'masuk', 'sedangkan', 'posisi', 'gak', 'pegang', 'uang', 'cash', 'aplikasi', 'maxim', 'bagus', 'tapi', 'aplikasi', 'kerjasama', 'wallet', 'nya', 'si', 'kaspro', 'ini', 'yang', 'kacau', 'rating', 'google', 'si', 'kaspro', 'aja', 'bintang', 'mayoritas', 'menandakan', 'aplikasi', 'nya', 'memang', 'banyak', 'masalah', 'cari', 'bank', 'digital', 'lain']"
drivernya sopan,"['drivernya', 'sopan']"
makasih mas,"['makasih', 'mas']"
murah tarif nya,"['murah', 'tarif', 'nya']"
over all its oke,"['over', 'all', 'its', 'oke']"
baik ramah n best of the best,"['baik', 'ramah', 'n', 'best', 'of', 'the', 'best']"
layanan nya sangatt bagus,"['layanan', 'nya', 'sangatt', 'bagus']"
mantap,['mantap']
sangat baik terimakasih,"['sangat', 'baik', 'terimakasih']"
mantap abis,"['mantap', 'abis']"
alhamdulillah baikramahdijemput sesuai titik,"['alhamdulillah', 'baikramahdijemput', 'sesuai', 'titik']"
mksh om,"['mksh', 'om']"
sangat baik,"['sangat', 'baik']"
sangat bagus,"['sangat', 'bagus']"
sangat bagus,"['sangat', 'bagus']"
baik ramah,"['baik', 'ramah']"
sangat baik,"['sangat', 'baik']"
good job,"['good', 'job']"
maxim mantap,"['maxim', 'mantap']"
ramah pisan hanutnuhun bapak,"['ramah', 'pisan', 'hanutnuhun', 'bapak']"
baik grcep terjangkau sukses selalu mxim,"['baik', 'grcep', 'terjangkau', 'sukses', 'selalu', 'mxim']"
,[]
baik,['baik']
terima kasih banyakjazaakumullaahu khoyron,"['terima', 'kasih', 'banyakjazaakumullaahu', 'khoyron']"
driver amanah dan sangat membantu,"['driver', 'amanah', 'dan', 'sangat', 'membantu']"
mantap,['mantap']
luar biasa,"['luar', 'biasa']"
baik,['baik']
mantap,['mantap']
sangat membantu khususnya saya yg dr luar kota,"['sangat', 'membantu', 'khususnya', 'saya', 'yg', 'dr', 'luar', 'kota']"
keren amat,"['keren', 'amat']"
asyyyiiaapppp,['asyyyiiaapppp']
ramah dan cpat kurirnyatrima ksh,"['ramah', 'dan', 'cpat', 'kurirnyatrima', 'ksh']"
maxim pelayanan nya baik dan cepet nyampe tempat waktu,"['maxim', 'pelayanan', 'nya', 'baik', 'dan', 'cepet', 'nyampe', 'tempat', 'waktu']"
mantap,['mantap']
abang y tepat waktusesuai harapan,"['abang', 'y', 'tepat', 'waktusesuai', 'harapan']"
sangat baik,"['sangat', 'baik']"
harga murah tetapi lokasi nya kurang jelas,"['harga', 'murah', 'tetapi', 'lokasi', 'nya', 'kurang', 'jelas']"
bagus,['bagus']
sangat baik,"['sangat', 'baik']"
oke,['oke']
menyenangkan perjalanannya,"['menyenangkan', 'perjalanannya']"
semangat abang,"['semangat', 'abang']"
trimakasih untuk pelayanannya sehat sekalu,"['trimakasih', 'untuk', 'pelayanannya', 'sehat', 'sekalu']"
terbaik,['terbaik']
kerenn,['kerenn']
bagus aman ramah,"['bagus', 'aman', 'ramah']"
driver baik ramah mengemudi dengan aman,"['driver', 'baik', 'ramah', 'mengemudi', 'dengan', 'aman']"
order telah dipenuhi oleh ilham sudy pratama dengan motorcycle warna putih nopol adk terima kasih atas perjalanan anda rating,"['order', 'telah', 'dipenuhi', 'oleh', 'ilham', 'sudy', 'pratama', 'dengan', 'motorcycle', 'warna', 'putih', 'nopol', 'adk', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']"
aplikasi terbaik terima kasih maxim,"['aplikasi', 'terbaik', 'terima', 'kasih', 'maxim']"
oke,['oke']
baikramah,['baikramah']
baik,['baik']
bagus pelayanan cepat,"['bagus', 'pelayanan', 'cepat']"
baik,['baik']
tepat waktutau rute jalan,"['tepat', 'waktutau', 'rute', 'jalan']"
mantap,['mantap']
pelayanan sangat memuaskan,"['pelayanan', 'sangat', 'memuaskan']"
lebih murah dari yang lain,"['lebih', 'murah', 'dari', 'yang', 'lain']"
cepat,['cepat']
baik,['baik']
rekomendet sipp,"['rekomendet', 'sipp']"
mantap,['mantap']
terimakasih atas layanan nya,"['terimakasih', 'atas', 'layanan', 'nya']"
bagus,['bagus']
mantap,['mantap']
baik dan sopan,"['baik', 'dan', 'sopan']"
ramah baik cepat mantap,"['ramah', 'baik', 'cepat', 'mantap']"
bagus,['bagus']
melayani dengan baik,"['melayani', 'dengan', 'baik']"
harum wangi dan ramah,"['harum', 'wangi', 'dan', 'ramah']"
ramah dan enak ngobrol nya,"['ramah', 'dan', 'enak', 'ngobrol', 'nya']"
terimakasih pak telah mengantar kami ke tempat tujuan dengan aman dan nyaman semangat yaa pak,"['terimakasih', 'pak', 'telah', 'mengantar', 'kami', 'ke', 'tempat', 'tujuan', 'dengan', 'aman', 'dan', 'nyaman', 'semangat', 'yaa', 'pak']"
org nya ramah,"['org', 'nya', 'ramah']"
perfect,['perfect']
top,['top']
ramah dan nyaman,"['ramah', 'dan', 'nyaman']"
cepat baik ramah,"['cepat', 'baik', 'ramah']"
berikan fitur tujuan di aplikasi taxsee driver min biar gaspoel,"['berikan', 'fitur', 'tujuan', 'di', 'aplikasi', 'taxsee', 'driver', 'min', 'biar', 'gaspoel']"
nyaman,['nyaman']
terima kasih banyak,"['terima', 'kasih', 'banyak']"
penjemputan tepat waktudrivernya sopan dan ramahberhati hati dlm berkendaranya sehingga selamat sampai tujuanalhamdulillah,"['penjemputan', 'tepat', 'waktudrivernya', 'sopan', 'dan', 'ramahberhati', 'hati', 'dlm', 'berkendaranya', 'sehingga', 'selamat', 'sampai', 'tujuanalhamdulillah']"
sangat bertanggung jawab,"['sangat', 'bertanggung', 'jawab']"
sangat membantu,"['sangat', 'membantu']"
bagus,['bagus']
ramah dan baik,"['ramah', 'dan', 'baik']"
baik,['baik']
mantep,['mantep']
baik trimakasih,"['baik', 'trimakasih']"
puas,['puas']
