Ulasan,Prediksi Sentimen,Label Prediksi,Label Asli
murah sih zonk peta ga jelas banget udah terupdate versi pakai buat antar barang jauh bener lancong bahkan nama jalan masing jadi salah jadi maki gw sama drivernya grgr salah peta padahal bukan gw yg salah kzl banget peta ga bener driver ga akhlak,0.03765493631362915,0.0,0.0
top up saldo maxim yg top up brp yg masuk kurang segitu mana masuk nya lama banget udh masuk eh ga sesuai sama nominal yg top up klo mau admin kaya gojek aja deh jelas biar ga ptong contoh top up rb yg masuk rb gila admin nya lebih gojek gojek aja cuma ribu masuk nya tipu ga sihhhh,0.853992372751236,1.0,1.0
abang nya ramah bgt terimakasih maxim,0.9998407724488061,1.0,1.0
oke,0.981120316311717,1.0,1.0
good,0.9906724849715829,1.0,1.0
mantap layan nya muas,0.9983114094939083,1.0,1.0
susah buka,0.22579294443130493,0.0,0.0
mohon platform baik sering jadi driver nakal rebut order driver customer rasa rugi krn driver dicancel malah marah costumer,0.440532922744751,0.0,0.0
kasih bintang msh minusny,0.9951484338380396,1.0,1.0
map kotak kotak doang kocak,0.6449362337589264,1.0,1.0
driver gajelasminimal cek psikologi nya sblm dtrm kerjamental illness kali driver nyud laporin ig malah kaga tanggepin bikin trauma org aja bisa,0.3551265597343445,0.0,0.0
good,0.9906724849715829,1.0,1.0
buruk sekali drivernya lama bngt mah bukan mudah sulit mah,0.12181359529495239,0.0,0.0
baik sekali,0.9960167235694826,1.0,1.0
memuaskanlama orderandan gak batalin pilih nya mana cuman ubah order order makan,0.04743838310241699,0.0,0.0
guna maxim sangat sayang atas kasus ibu yg peras uang nila ribu driver nopol bm vf guna lama maxim gak pakai jasa maxim kalau kasus selesai terima kasih,0.9892736049368978,1.0,1.0
sangat bantu,0.9879697691649199,1.0,1.0
perangkat tdk login tdk kode otp nya,0.0420495867729187,0.0,0.0
drivernya baik,0.997150297742337,1.0,1.0
aplikasi jelek uda berapakali psn batal sm drivernya,0.06436687707901001,0.0,0.0
aplikasi lumayan baik hari rasa tertsanagt tipu user interface nya uninstall dulu deh bahaya banget bayar tarif x lipat aplikasi,0.7305424809455872,1.0,1.0
trimakasih,0.7478234767913818,1.0,1.0
maximm mantap,0.9944822364486754,1.0,1.0
keluh langgan kalau order susah driver padahal driver lokasi bnyk bngt pantesan biasa sya antar biasa sya liat pke maxim ganti belah driver yg biasa dapet lebih lokasi sendiri la malah jarang banget dapet ny jadi keluh langgan,0.05612146854400635,0.0,0.0
sopir baik layan oke,0.99989200514392,1.0,1.0
good job,0.9992769314558245,1.0,1.0
coba download maxim masp nya gambar putih pas tekan jemput mana map nya gambar cuma putih coba cek tekan food mau antar mana sama aja map gambar putih tau lokasi cara bagaimana lihat lokasi map,0.9162673279643059,1.0,1.0
aplikasi driver nya dibenahiselalu minta batal tetap jalan offline pikir batal ambil anak tersebutmalah tetap antar rumah padahal bapak paksa jemput sendiri disekolahpas nyampe seko ambil driver sebut padahal driver tadi minta batal,0.05331820249557495,0.0,0.0
tadi mau login susah bnr malah minta kode terus ndak jelas sekali,0.036389708518981934,0.0,0.0
baik,0.9890573062002659,1.0,1.0
drivernya orang kampung ga ber attitude,0.288695752620697,0.0,0.0
sangat bagus drivernya ramah ongkos nya murah pokok da best,0.9998158793605398,1.0,1.0
maxim layan jelek pen jemput lama,0.16427618265151978,0.0,0.0
aku gak terima kode verif nya,0.32361990213394165,0.0,1.0
mantap,0.9869583463296294,1.0,1.0
maaf argo delivery dong taikan argo ngabisin bensin gak tutup sama argo yg sangat murah,0.20254498720169067,0.0,0.0
driver tda ramah,0.9942209920845926,1.0,1.0
bawa motor nya enak mas nya ramah,0.9999067134413053,1.0,1.0
peta up date pake google maps baru banyak driver nya mau terima kaspro,0.7384956479072571,1.0,1.0
gk suka bet sama driver nya,0.5318280160427094,1.0,1.0
bapak nya ramah baik sekali,0.9999315516834031,1.0,1.0
kemudi ny banyak gk mau ngambil pesan klo bayar ny sedikit,0.10345035791397095,0.0,0.0
baik,0.9890573062002659,1.0,1.0
semangat bang,0.9754670839756727,1.0,1.0
kecewa sayasaya tunggu jemput driver malah bayar nunggu hampir satu jam malh nak biaya mending klo minta tunggu jemput blom malah suruh bayar langgan kasih kopetitas soal tunggu driver hampir satu jam,0.20351386070251465,0.0,0.0
dapat kesalahanpada mulai pesananmap gps milik maxim tiba tiba ngebug muncul petamap buat sulit mes order mohon perbaikidibantu,0.08833390474319458,0.0,0.0
murah ramah mud,0.9982661032117903,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
layan yg baik ramah,0.9998910962312948,1.0,1.0
error gak login,0.05788838863372803,0.0,0.0
sangat bagus,0.9970667778979987,1.0,1.0
kalau rutemedannya rusak gak mau ambil order padahal tdk terlalu bnyak org yg muat,0.03728008270263672,0.0,0.0
byarnya lebih gak sesuai aplikasi gjlass,0.12180942296981812,0.0,0.0
nyaman,0.9497606717050076,1.0,1.0
order maxim mobil gak munculmuncul order,0.10684311389923096,0.0,0.0
aplikasi aneh gak batalin order food,0.02814549207687378,0.0,0.0
kalo customer cancel minta ganti driver tolong terima bukan malah kasih orang mulu,0.9274896830320358,1.0,0.0
ga login mesen,0.1759035587310791,0.0,0.0
baru download langsung coba eh nyata biaya nunggu padahal udah pencet keluar harga beda aplikasi pas sen udah tuju aku langsung uninstall mending naik gojek titik jemput ribet,0.04710489511489868,0.0,1.0
mantap,0.9869583463296294,1.0,1.0
bagus bermanfaa,0.9933947334066033,1.0,1.0
oke,0.981120316311717,1.0,1.0
batal padahal cari driver lama,0.1546301245689392,0.0,0.0
aplikasi cacat tau login punya hp minta verifikasi buat pesan udah gitu kode verifnya gak masuk mulu tau tau udah lampau batas paok,0.1178121566772461,0.0,0.0
maaf bintang kurang nyata isi biodata kemarin driver yg ugalantolong cari driver yg mudah d ajak komunikasi ugalan d jalanterimakasih,0.4800204634666443,0.0,1.0
maxim tolol,0.3714711666107178,0.0,0.0
driver ramah,0.994302005507052,1.0,1.0
order delivery barang ga nyampe konsumenchat bantu ga balas sm operatormau lapor polisi harga barang ga seberapakapok ga order,0.07746720314025879,0.0,1.0
dear admin login no yg sama kok gak otp padahal belum login pas mau order tiba akun gak pakai ulang kali login gak muncul otp yg tanya akun sedang banned cara buka gimana ganti no gimana no belum sisa saldo ewallet nya terimakasih,0.0663217306137085,0.0,0.0
order sering dicancel driver upgrade aplikasi biar bayar metode cashless banyak driver ga punya duit buat nalangin pesan ujung ujung dicancel sangat kecewa,0.03652709722518921,0.0,0.0
good,0.9906724849715829,1.0,1.0
klw pesan order makan gaak bsa batal jengkel,0.09897488355636597,0.0,0.0
sangat buruk saldo elektronik kaspro potong driver monta tunai,0.05068957805633545,0.0,0.0
barusan downloadkarena kata voucher gratis eh tau voucher gak pake uninstal aja,0.36816734075546265,0.0,1.0
bagus,0.9842692036181688,1.0,1.0
terimakasih bapak org baik sangat ramah,0.9999746675439383,1.0,1.0
nyaman,0.9497606717050076,1.0,1.0
tarif memang murah tp sayang klo rute deket driver ogah nerimaharusnya pihak maxim beri tegur keras driver yg spt,0.4274922013282776,0.0,1.0
oke,0.981120316311717,1.0,1.0
banyak tipu,0.350528359413147,0.0,0.0
mud ramah,0.9955826243385673,1.0,1.0
keluar akun mau login notifikas otpi sms ganti no tetep sama sms otp,0.03173983097076416,0.0,0.0
maaf kasih bintang guna ojol maxim terlalu arogan masyarakat lewat barusan daerah jambi tepat simpang tugu juang arah simpang kawat mau arah jamtos ojol maxim lewat kendara biasa ajamelainkan ojol lewat kata dek ambil kiri sini kendara motor sangat prihatin lewat jalur belah kiri papas mobil depan sayakalau ambil jalur kiriditabrak ojol maxim mu tgjwb,0.8226113021373749,1.0,1.0
driver sangat baik kendara langgan terimakasih bang,0.9998389865941135,1.0,1.0
baik,0.9890573062002659,1.0,1.0
nyaman,0.9497606717050076,1.0,1.0
paraahhh mau daftar aja susah kali ga masuk kode verifikasi nya capek nyobaknya,0.044857919216156006,0.0,0.0
review jujur driver beberapa kali nolak karna beri tip mayoritas driver sopan mungkin yg bener baik ada kerja mohon pihak maxim beri janji kerjaaturan driver masa driver yg punya uang kembali malah tuntut langgan bahkan parah karna bayar dgn uang pas mohon jadi masuk sdm maximtks,0.913169227540493,1.0,1.0
bagus ramah senang,0.9999633539955539,1.0,1.0
perlu banyak baik pesan delivery barang tuju bayar cash driver nya g ketemu gedung nya tiba tiba chatan ganti driver baru mau ambil barang riwayat antar pertama yg gagal ntah mana barang nya cantum,0.7355170845985413,1.0,0.0
yah transaksi non tunai masuk driver nya bikin orang salah paham aja,0.2910723090171814,0.0,0.0
kocak gua udah tf uang maxim error anjir gak deteksi saldo baik,0.2005111575126648,0.0,1.0
mksih,0.6002804934978485,1.0,1.0
susah tentu titik pas,0.12330573797225952,0.0,0.0
keren,0.9394704177975655,1.0,1.0
sangat baik bagus,0.999923000956187,1.0,1.0
susah daftar nya minta kode gk kirim kirim,0.09594559669494629,0.0,0.0
bobrok ms cari alamat mp gk adaperbaiki sistemjngn bangkrut,0.09632617235183716,0.0,0.0
gk apk gk jelas mmk,0.2301594614982605,0.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
driver nya sama motor nya kagak jelas semua motor nya mogog lah motor nya kyak mau balap lahhh,0.8466213047504425,1.0,1.0
mana bantu inisaya mahu masuk aplikasi ngk bisacode otp ngk,0.9037773087620735,1.0,1.0
aplikasi maxim bilang kok jadi sih aneh minta rp terus aja bentak alamat nya udh bener kok salahin napa dah bapak nya dihh kesel bilang mahmud jauh maksa nurunin pakai padahal lokasi jauh map hp hp langsung liat aja bener nyata jauh mama ku ngomel adu mulut kakak aku mamah aku adu mulut sama bapak nya bapak nya kasar kesel gamau sen maxim bapak nama bapak suardi lubis,0.16381818056106567,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
makasih pak,0.9946303688921034,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
masa mobil ga minta rbu,0.30786722898483276,0.0,0.0
skrng sy kecewa sama maxim drivernya padaminta harga lebih tinggi harga yg aplikasi risih banget dong lebih disiplin driver kalian,0.44465845823287964,0.0,0.0
byr pake non tunai tdk bs masuk driver,0.13156569004058838,0.0,0.0
mau tanya yg cuma sibolga sumatera utara aja yg padahal kabupaten tapanuli tengah camat pandan lebih luas jangkau banyak ketimbang kota sibolga mohon segera kabupaten tapanuli tengah camat pandan,0.8835181146860123,1.0,1.0
good,0.9906724849715829,1.0,1.0
baik,0.9890573062002659,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
sen maxim car lama sekali yh terima pinggir jalan maghrib maghrib plis udah dinaikkin harga k k gaada nerima fak,0.6895087659358978,1.0,1.0
harga jangkau driver ramah,0.9972925144247711,1.0,1.0
sangat lambat cari driver tunggu lama dapat driver ada desak sangat bagus pakai maxim,0.8887959420681,1.0,1.0
maxim parah bgt gak mobil gak montor semua nunggunya abad kalau buat bburu gak deh sumpahhh pdhl maps app bnyk mobil tp gak yg ambil sekali jauh bet gak sekali dr dubay tuh mobil yg dkt gak kena yg jauh kena parah bgt,0.017112672328948975,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
scam ig venom organizier kata tur gratis udh dowload maxin teryata scam,0.16195648908615112,0.0,0.0
apk nya selalu masalah sistem order nya gk mesen maxim kena marahin aja ajar gk pernah buka aplikasi maxim kesel apk satu banyak masalah datang,0.059712767601013184,0.0,0.0
utk login sulit sekali dapat kode verifikasi pakai semua metode ganggu,0.021775245666503906,0.0,0.0
good,0.9906724849715829,1.0,1.0
baik,0.9890573062002659,1.0,1.0
bagus cepat tempat waktu,0.9996220674656797,1.0,1.0
isi maxim wallet saldo bank udah kurang maxim wallet gak nambah niat bkin pmbayaran nontunai apa gak driver kalau bayar cash suka gak kembali parahh,0.02116161584854126,0.0,0.0
tepat waktu driver ramah,0.9985645512351766,1.0,1.0
aplikasi jelek top up aplikasi karna pepet malah saldo masuk hari kemudian,0.09595435857772827,0.0,0.0
baik,0.9890573062002659,1.0,1.0
bagus sopan,0.998519801418297,1.0,1.0
terimakasih antar baik driver baik,0.9999715785234002,1.0,1.0
maxim malaysia lambatkuat lambat harap baru,0.6797001957893372,1.0,1.0
mau masuk selalu notif hubung layan sila periksa akses internet coba masuk padahal akses internet baik baik,0.9995314238767605,1.0,1.0
good,0.9906724849715829,1.0,1.0
apk nya baik udah order gak chat,0.9287680685520172,1.0,1.0
semangat buat drivernya,0.9901708997786045,1.0,1.0
ramah baik cepat murah,0.9999581071606372,1.0,1.0
saldo gak masuk aplikasi gak jelas jelek emang paling gampang gojek grab baik,0.2336922287940979,0.0,1.0
mantap,0.9869583463296294,1.0,1.0
sangat puas,0.9938790872693062,1.0,1.0
terima kasih atas layan,0.9996614981791936,1.0,1.0
tarif kasih kaga kasih kembali njir mana ga konfirmasi sama sekali pake fitur anter obat aja nunggunya jam waktu tunggu paling lama tuh menit kacau dah mana map kaga update pusing kalo mau make,0.9765203408896923,1.0,1.0
dong kasih tau driver maximnya khusus driver bikenya yg asal main cancel minta cancel pas order jarak antar ga jauhjauh apa murah gitu ongkos nya jadi ga mau ambil order kalo make jasa maxim selalu kasih uang lebih min kecewa banget sumpah,0.970295075327158,1.0,1.0
sangat puas layananyadan respon cepatdan driver sangt percaya,0.9943965142592788,1.0,1.0
good,0.9906724849715829,1.0,1.0
gajelas kali dapet maxim car dapetnya itung itungan bensin nala narik ojek resiko dong jauh boros bensin kan narik ojek bayar ga gratis,0.22083055973052979,0.0,1.0
kerupuk lebih keras body mobil,0.836586982011795,1.0,0.0
pertama kali order pijat apkini tadi sore hariini pertama akhir nyauntuk therapis nya kok gk training gmana yakksaya order jam satu jam udah selessai dua nya telapak kaki tangan kaki gk pijatpemijatan cuma elus elus kasih tunggu waktu lama eh hsil sangat kecewa malah badan bekas kuku terap yg bukan pijat elus doang tau kaya gin manding datang tempat spa sekali tadi nya kira enak apk yg homservise,0.49689042568206787,0.0,1.0
apa apa tiba tiba log out apk mana mau log in susah betul kali kali minta kirim ulang kode verifikasi malah ga kirim kirim kali baik apk nya,0.5796572864055634,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
terimakasih,0.9425998106598854,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
bapak baik sekali semangat pak,0.9999096400206327,1.0,1.0
parah app maxim driver bawatak pilih pilih order kalau ongkir kecil mau ambil kalau ongkr besar cepat diambl pdhl lokasi dkt,0.27061569690704346,0.0,0.0
baik apknya aduh harga saya ga balance sama driver nya,0.8954584151506424,1.0,1.0
aplikasi nda jelas main block gmna mau pake mending si ijo jelas,0.32702428102493286,0.0,1.0
aplikasi bagus baik titik lokasi googlemap yg sesuai lokasi,0.9969290143344551,1.0,1.0
recommended,0.6228570640087128,1.0,1.0
error terus jaring bagus,0.9518347196280956,1.0,1.0
kecewa smmaxim driver kaga sopan awal nanya baik posisi dmna malah nyolot si driver minta cancelok fine sy cancel mau sen dapet driver yg smlg smpe x order kaya sengaja ga ijinin nyari driver yg udah gitu kurang ajar lg ngomongnya ga etika,0.0817183256149292,0.0,1.0
driver ramah sopan,0.9990744097158313,1.0,1.0
aplikasi mantap dah drivernya cepet nyampe,0.9987892034696415,1.0,1.0
terima kasih om sukses selalu yach om,0.999853942572372,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
terima kasih respon cepat,0.9998770185629837,1.0,1.0
maxim baik mau nungguramah sopan,0.9994956554146484,1.0,1.0
engga engga deh pake maxim padahal tadi mana pke nemu driver ngaco alamat ngejemput mana terus yg nyamperin gilir komplen malah nyerang baaaad padahal driver belum ramah dam sesai titik jemput tp gara gara kd males pke maxim,0.17559611797332764,0.0,0.0
terlalu ribet pmakaianya ttik lokasi gk bsa akurat tpat itaja kluhannya,0.12285268306732178,0.0,0.0
parah si maxim eror mulu susah klw buat sen driver gak mau buka,0.01929652690887451,0.0,0.0
supir ramah,0.9964069079142064,1.0,1.0
mksh driver nya baik ramah,0.9999101291541592,1.0,1.0
sangat sangat sangat bantu,0.997901335824281,1.0,1.0
maxim sangat kecewa dapat promo laku potong tiap ruteternyata bayar driver argoku beda dgn argo milik driver mesan maxim foodnya titil pesan titik lokasi jual berbedabikin bigung sja,0.07595419883728027,0.0,0.0
drivernya amanah sopan,0.987821388989687,1.0,1.0
capek banget tiap mau pakai maxim wallet selalu batal sama sistem lot banget asli,0.11053276062011719,0.0,1.0
bagus,0.9842692036181688,1.0,1.0
excellent service ramah komunikatif good luck,0.9998024489614181,1.0,1.0
maaf banget nih nunggu drivernya malah aplikasi telogout sendiri mau login ulang verifikasi lama tibatiba banget gak jelas bangett sumpah,0.04759901762008667,0.0,0.0
baik,0.9890573062002659,1.0,1.0
sopir malas mau jemput,0.4424901008605957,0.0,0.0
ajar driver profesional tanggap banyak driver mitra bahaya diri sendiri orang kendara hafal denah biar lihat main ho cari alamat,0.6355709433555603,1.0,1.0
good,0.9906724849715829,1.0,1.0
bapak drive sangat baik,0.999609686434269,1.0,1.0
sangat buruk kemudi nya milih milih argo,0.2762907147407532,0.0,0.0
payah mobil lama,0.44302940368652344,0.0,0.0
jelek bgt mlssss,0.20205813646316528,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
sangat kesan top deeeh,0.9416836500167847,1.0,1.0
driver nya ramah,0.9979116779286414,1.0,1.0
pantesan aja tumpang maxim kabur semua nyata aplikasi maxim eror gimana mau nyari order kalo eror gin hadeeehhh ripuh kalo gin cara,0.08787822723388672,0.0,0.0
isi saldo maxim apk link aja sukses masuk masuk,0.8724400401115417,1.0,1.0
driver ramah erti,0.9976404313929379,1.0,1.0
transportasi baik,0.9963024649769068,1.0,1.0
apk jelek gx guna gx kepake nyesel udh download,0.08797043561935425,0.0,0.0
gimana mau sejahtera orang order maxim tawarin jadi drivernya wkwkwkwkwk,0.9108583405613899,1.0,1.0
lama ga ad nerima,0.1263291835784912,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
alhamdulillah bapak nya baik banget hujanhujan gin mau nerima order jauh hihi semangat pak,0.999577267532004,1.0,1.0
titik nya selalu ga sesuai jadi males pake nya,0.12043625116348267,0.0,0.0
teman jalan ramah d kantong,0.9995276526315138,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
layan baik,0.9955610162578523,1.0,1.0
apk tipu kmrn datengin kola gua kasih saldo cepe malah gbisa dipake hadeuh,0.709144115447998,1.0,1.0
aplikasiii tolollllllll ibu anak ajak muter kaga jelaspesanan cakung malah jatinegaratoloooollllkk,0.43461668491363525,0.0,1.0
mantap,0.9869583463296294,1.0,1.0
wah kacau maxim uda topup kaspro wallet ga masuk lanjur order non tunai tiba jadi tunai bikin malu aja bos kan kasi driver kl cancel,0.050281822681427,0.0,0.0
susah pengemudinyaapa kalau guna jasa jarak tempuh ongkos minimpada milih order drivernyasebagai guna jasa sangat sangat puas,0.9837307762354612,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
oke,0.981120316311717,1.0,1.0
halo guna susah laku komunikasi jemput tanbahkan fitur kirim foto lebih tahu posisi masing masing,0.15850001573562622,0.0,0.0
terimakasi,0.5638358891010284,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
terimakasih pak,0.997573803877458,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
puas,0.9696573354303837,1.0,1.0
cancel terus banyak alas mending pake gojek,0.08544743061065674,0.0,0.0
udah top up kaspro maxim tpi ga masuk pdhl udah rugi banyak,0.5394494831562042,1.0,0.0
aplikasi bagus daftar login kirim kode perifikasi,0.9471651837229729,1.0,1.0
terlalu lama klo nyari driver pas udah ketemu ga konfirm,0.11959278583526611,0.0,0.0
sangat baik,0.9979219604283571,1.0,1.0
makasih,0.8885696604847908,1.0,1.0
scam kata nya dapet voucher k gabisa dipake,0.17534875869750977,0.0,0.0
komplen buat aplikator yg susah driver karna sistem suka eror,0.0950096845626831,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
maxim cki terlalu lama tau kalo mobil masalah kasih mati apk malah nyalain tunggu lama bngt ga datang malah suruh batalin,0.41124141216278076,0.0,0.0
titik aplikasi beda yg input driver udah kasih tau tp ngk pikir buat cari gmaps pdhal udah tau titik aplikasi eror yg driver muter menit cari alamat akhir tambah biaya krn bilang nya driver sdh tunggu biarin aja allah yg balas,0.3711059093475342,0.0,1.0
terima kasih,0.999135100049898,1.0,1.0
minimal urus user ugal ugalan dah tau salah nyolot ngerti maxim jadi tempat lari user gojek grab kena suspend ga gin cok,0.046563148498535156,0.0,0.0
maxim kaspro parah driver maxim padang nama stevandra dhovany minta bayar tunai alas duit masuk akun direfresh kali padahal anak sdh bayar pakai kaspro jadi bayar kali jadi modus driver biar dpt bayar dobel,0.027434468269348145,0.0,0.0
terlalu sulit login kembalimaps kurang akurat aplikasi hijau,0.08348888158798218,0.0,0.0
sangat bagus tau jln,0.9992718139546923,1.0,1.0
syaa udahh sen order mobil orang tpi pihak maxim kena cash orang ribu aplikasi argo nyaa ribu kena cas orang jdi nambah ribuk truss biaya parkir ribu biaya pihak bandara ribu total ribu lebih parahhhh gak sesuai dngan argo aplikasi padahal syaa dah psen buat orang,0.21096539497375488,0.0,1.0
mas mba donk kalau terima karyawan jangan asal terima aja kalau mau terima karyawan maxim teliti detail baik seluk beluk karyawan maxim mau gojek maximnya soal kasihan da orang tipu minta uang lebih harga sesuai order nih k malah lebih x lipat sesuai harga order,0.9784033354371786,1.0,1.0
scam kata orang maximnya dapet rb ga pake sama aja boong minus marketing,0.1621646285057068,0.0,0.0
aplikasi lot masa kode verifikasi tdk pernah masuk,0.06445002555847168,0.0,0.0
masuk utk kassprokasswalletnya sgr baik lgsosialisasikan lg ttg kasspro kemudi krn bnyk kemudi yg tdk paham dg kassprokasswallethny krn kemudi tdk paham kasspro jd kecewa guna trm ksh,0.23166638612747192,0.0,0.0
dong buat drivernya siapin uang kembali bayar jangan yg nukerin uang yg diem aja,0.5768629610538483,1.0,1.0
kesana kesini terus cepat murah jangkau seru pokok aku suka naik maxim pokok percaya banget,0.9589860923588276,1.0,1.0
aplikasi bego,0.3571574091911316,0.0,0.0
aplikasi eror udah login masuk kode tetep aja eror muluudah drivernya nanya privasi lebih parah sengaja pake rem depan biar nempel parah,0.03374314308166504,0.0,0.0
puas,0.9696573354303837,1.0,1.0
aplikasi gajelas udah top up e wallet buat berangkat pagi hari pas pesan driver malah nunggu hampir jam saldo ewallet potong sisa potong ga banget nih aplikasi dah ngescam,0.18629688024520874,0.0,0.0
aplikasi kali ga klo aku mesan buat jemput ga lelet kerja cepatdan dua keluh ku bawa motor jangan lelet napa suka telat masuk sekolah jadi yakata aplikasi alternatif mudah dipake kok malah bikin kesel mana sistem suka eror tibatiba layan baik v,0.7446588277816772,1.0,0.0
nunggu kode ngga masuk masuk,0.19825196266174316,0.0,0.0
makasih banyak pak bambang sehat selalu pak,0.9997229055734351,1.0,1.0
baik,0.9890573062002659,1.0,1.0
baik bgt mas ramah sopann,0.9999310949497158,1.0,1.0
semogaa driver nya lebih cepat jangan plih pilih kecewa gue jngan pilih pilih woi kek ganteng aja driver nya iwhh,0.5653296113014221,1.0,1.0
beberapa hr utk alamat tuju tdk bs tulis perinci alamat titik jemput selalu tdk tepat,0.0911940336227417,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
mau tanya mau login maxim kode otp nya gak keluar,0.11005377769470215,0.0,0.0
apk apa udah kali kali login nomor tetep gabisa bahkan hapus download apk gak,0.1144135594367981,0.0,0.0
good driver,0.9957921896129847,1.0,1.0
hai kak driver maxim berhatihati kendara pernah bonceng tabrak mobil belakang ngebut ga sempet ngeremkaki srempetin batas jalan perna tuduh ambil kembali driver nya baik attitude driver yg rekrut,0.8665665835142136,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
kecewa rasa seleksi driver nya kurang bagus banyak sekali driver laku curang tindak kurang nyaman guna sangat kecewa harap depan baik,0.9920474560931325,1.0,1.0
maxim lah laksana nya cepat terlalu lama harga naik layan kurang oke buat apa,0.998634182033129,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
baik sangat sopan terimaksih,0.9995984929264523,1.0,1.0
driver ramah mobil bersih wangi,0.9996890259208158,1.0,1.0
baik,0.9890573062002659,1.0,1.0
sangat sangat baik sopan,0.9997166682442185,1.0,1.0
lelet banget parah aplikasi jelek,0.04425919055938721,0.0,0.0
ramah gercep,0.9957721056416631,1.0,1.0
tolongini nomor dua blokir sama maximpadahal ga aneh apk ga jelasgimana ga sepi coba,0.03209578990936279,0.0,0.0
terima kasih semangat kerja pak,0.9999427577931783,1.0,1.0
baik skali,0.9958593836054206,1.0,1.0
aplikasi tolol order makan ga batal anjing maksimal aplikasi dulu baru terbit layan publik,0.0443418025970459,0.0,0.0
ramah sekali terima kasih pak sehat selalu,0.9999715176636528,1.0,1.0
mantap maximadanya maxim semua jadi praktis,0.9911097912117839,1.0,1.0
orang nya ramah,0.9987296462059021,1.0,1.0
order nya cepet datang nya gk perlu nunggu lama,0.9315951764583588,1.0,0.0
hampir mau mati buat driver nya mohon lh buat ingat tdk jadi kecewa btl liat maxim meski cepat sampe tp nyawa hampir ilang buat,0.5006929636001587,1.0,0.0
cepat harga jangkau trimakasih maxim,0.9854846242815256,1.0,1.0
kecewa sekali sama aplikasi isi saldo maxim rp malah masuk rp rp nya lari,0.08050954341888428,0.0,0.0
terimakasih layan baik,0.9997697021899512,1.0,1.0
susah akses peta,0.11719250679016113,0.0,0.0
sangat banyak sekali kekuranganya sering kali temu deriver dengal plat nomor beda bahkan pernah order driver yg sama plat nomor wajah beda baik sangat rugi langgan,0.7921970039606094,1.0,1.0
mobil bersih sopir nya ramahmantab maxim keren,0.9981198760215193,1.0,1.0
order penuh hasan ollong motorcycle warna abuabu hijau nopol denn terima kasih atas jalan rating,0.9993640437023714,1.0,1.0
best driveramanah ramah,0.9997094920254312,1.0,1.0
driver hebat cerdas komunikasi,0.7434636056423187,1.0,1.0
supirnya kurang ramah,0.9942086613737047,1.0,1.0
driver baik,0.9944812632165849,1.0,1.0
bagi driver curang yg laku sy d suruh cancel dn laku d luar aplikasi d suruh bayar tol pulang pergi padahal sy satu jalan driver d tindak peras sy suruh tambah ongkos nya,0.4449273943901062,0.0,0.0
kurir ramah mantap,0.9999013755223132,1.0,1.0
driver atas nama m riswan nopol bbay tipu order nasi ayam duit tf nasi antar kan maxim kasih sangsi driver ga amanah kek gin,0.4094000458717346,0.0,1.0
tak login parah,0.13061773777008057,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
driver ramah makasih,0.999528925109189,1.0,1.0
lokasi mudah jemput antar,0.9907293459400535,1.0,1.0
rata rata drivernya kasar trs ga jujur,0.5017275512218475,1.0,0.0
mantap,0.9869583463296294,1.0,1.0
baru download tp gk login padahal udh ngikutin atur nya tetep gk pakai alhasil uninstall soal gk login dong padahal daftar no wa nya udh bener tp tetep gk bilang no salah aduhhh,0.023826420307159424,0.0,0.0
sangat baik,0.9979219604283571,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
good,0.9906724849715829,1.0,1.0
ramahsat set bgt bpkya tau aja klo pentinghelm gede bgt aku suka jadi ngk lepas jeda,0.42284637689590454,0.0,1.0
kemudi sering terima order,0.9254689440131187,1.0,1.0
susah bngt nyari driver pas mw sen makan jir lah,0.047088801860809326,0.0,0.0
driver nya manaja jenis layan jasa apa kaya gin driver manja bad,0.593835175037384,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
update malah jadi jelek susah driver,0.022260010242462158,0.0,0.0
bapak bingung orang kasi,0.7449676990509033,1.0,0.0
ribet aplikasi kota medan udah nunggu driver udah dekat tiba hilang muncul driver gitu gak pasti tunggu titik jemput sesuai yg pilih ribet pokok,0.04457199573516846,0.0,0.0
