processed_text,vader_sentiment
['mantap'],positif
['oke'],positif
"['mantap', 'masse']",positif
"['terimakasihpelayanan', 'sangat', 'muas']",positif
"['ngisi', 'saldo', 'maxim', 'wallet', 'lama', 'nya', 'banget', 'gilaaaa', 'tingkat', 'layan', 'nya', 'biar', 'cepat', 'masuk', 'saldo', 'wallet', 'nya', 'ber', 'jam', 'jam', 'nunggu', 'gak', 'masuk', 'pikir', 'orang', 'punya', 'penting', 'darurat', 'segera', 'butuh', 'driver', 'saldo', 'masuk', 'posisi', 'gak', 'pegang', 'uang', 'cash', 'aplikasi', 'maxim', 'bagus', 'aplikasi', 'kerjasama', 'wallet', 'nya', 'si', 'kaspro', 'kacau', 'rating', 'google', 'si', 'kaspro', 'aja', 'bintang', 'mayoritas', 'tanda', 'aplikasi', 'nya', 'memang', 'banyak', 'masalah', 'cari', 'bank', 'digital']",negatif
"['makasih', 'mas']",positif
"['over', 'all', 'its', 'oke']",positif
"['baik', 'ramah', 'n', 'best', 'of', 'the', 'best']",positif
"['layan', 'nya', 'sangatt', 'bagus']",positif
['mantap'],positif
"['sangat', 'baik', 'terimakasih']",positif
"['mantap', 'abis']",positif
"['alhamdulillah', 'baikramahdijemput', 'sesuai', 'titik']",positif
"['sangat', 'baik']",positif
"['sangat', 'bagus']",positif
"['sangat', 'bagus']",positif
"['baik', 'ramah']",positif
"['sangat', 'baik']",positif
"['good', 'job']",positif
"['maxim', 'mantap']",positif
"['ramah', 'pis', 'hanutnuhun', 'bapak']",positif
"['baik', 'grcep', 'jangkau', 'sukses', 'selalu', 'mxim']",positif
['baik'],positif
"['terima', 'kasih', 'banyakjazaakumullaahu', 'khoyron']",positif
"['driver', 'amanah', 'sangat', 'bantu']",positif
['mantap'],positif
['baik'],positif
['mantap'],positif
"['sangat', 'bantu', 'khusus', 'yg', 'dr', 'luar', 'kota']",positif
['keren'],positif
"['ramah', 'cpat', 'kurirnyatrima', 'ksh']",positif
"['maxim', 'layan', 'nya', 'baik', 'cepet', 'nyampe', 'tempat', 'waktu']",positif
['mantap'],positif
"['abang', 'y', 'tepat', 'waktusesuai', 'harap']",positif
"['sangat', 'baik']",positif
['bagus'],positif
"['sangat', 'baik']",positif
['oke'],positif
"['senang', 'jalan']",positif
"['semangat', 'abang']",positif
"['trimakasih', 'layan', 'sehat', 'sekalu']",positif
['baik'],positif
"['bagus', 'aman', 'ramah']",positif
"['driver', 'baik', 'ramah', 'kemudi', 'aman']",positif
"['order', 'penuh', 'ilham', 'sudy', 'pratama', 'motorcycle', 'warna', 'putih', 'nopol', 'adk', 'terima', 'kasih', 'atas', 'jalan', 'rating']",positif
"['aplikasi', 'baik', 'terima', 'kasih', 'maxim']",positif
['oke'],positif
['baikramah'],positif
['baik'],positif
"['bagus', 'layan', 'cepat']",positif
['baik'],positif
['mantap'],positif
['baik'],positif
['mantap'],positif
"['terimakasih', 'atas', 'layan', 'nya']",positif
['bagus'],positif
['mantap'],positif
"['baik', 'sopan']",positif
"['ramah', 'baik', 'cepat', 'mantap']",positif
['bagus'],positif
"['layan', 'baik']",positif
"['harum', 'wangi', 'ramah']",positif
"['ramah', 'enak', 'ngobrol', 'nya']",positif
"['terimakasih', 'pak', 'antar', 'tempat', 'tuju', 'aman', 'nyaman', 'semangat', 'yaa', 'pak']",positif
"['org', 'nya', 'ramah']",positif
['perfect'],positif
['top'],positif
"['ramah', 'nyaman']",positif
"['cepat', 'baik', 'ramah']",positif
['nyaman'],positif
"['terima', 'kasih', 'banyak']",positif
"['jemput', 'tepat', 'waktudrivernya', 'sopan', 'ramahberhati', 'hati', 'dlm', 'kendara', 'selamat', 'tujuanalhamdulillah']",positif
"['sangat', 'bantu']",positif
['bagus'],positif
"['ramah', 'baik']",positif
['baik'],positif
"['baik', 'trimakasih']",positif
['puas'],positif
['mantap'],positif
['baik'],positif
"['sangat', 'bagus']",positif
"['layan', 'sangat', 'baik', 'ramah']",positif
"['senang', 'sekali', 'maxim']",positif
"['mantap', 'mas']",positif
"['kemudi', 'ramah', 'n', 'sabar']",positif
"['kemudi', 'baik']",positif
"['mantap', 'kak']",positif
"['driver', 'sangat', 'ramah']",positif
['bagus'],positif
['bagus'],positif
['mantap'],positif
"['driver', 'good']",positif
"['kasih', 'fitur', 'ngepasin', 'lokasi', 'mudah', 'mes', 'karna', 'guna', 'banyak', 'ibu', 'ibu', 'gk', 'ngerti']",positif
"['terimakasih', 'layan', 'baik']",positif
"['mantap', 'jaya']",positif
"['baik', 'ramah']",positif
['good'],positif
"['sangatt', 'ramahhh', 'the', 'best']",positif
"['bantu', 'banget']",positif
"['bagus', 'kerja', 'nya']",positif
['baik'],positif
"['drivernya', 'ramah', 'baik', 'mobil', 'nyaman']",positif
"['mamang', 'ramah', 'sopan']",positif
['ramah'],positif
"['alhamdulillah', 'terima', 'kasih', 'banyak']",positif
"['bapak', 'ramah', 'nyetir', 'dg', 'baik', 'pilih', 'rute', 'tepat']",positif
"['driver', 'ramah']",positif
['trimakasih'],positif
"['mantap', 'cepat']",positif
['bagus'],positif
"['top', 'banget']",positif
"['oke', 'baik']",positif
"['good', 'kali']",positif
"['ramah', 'baik', 'sopan']",positif
"['baik', 'ramah']",positif
"['baik', 'sekali']",positif
"['trimakaihh', 'layan', 'ramah']",positif
['bahagia'],positif
"['mantap', 'on', 'time']",positif
"['semangat', 'terus', 'kerja']",positif
"['sangat', 'nyaman']",positif
"['terimakasih', 'moga', 'sukses', 'selalu']",positif
"['kemudi', 'kendara', 'nyaman', 'aman']",positif
"['sangat', 'baik']",positif
['mantap'],positif
"['lumayan', 'baik']",positif
"['driver', 'yg', 'ramah']",positif
"['terimakasih', 'atas', 'layan']",positif
['mantap'],positif
['bagus'],positif
"['drivernya', 'baik', 'ramah', 'terima', 'kasih', 'banyak']",positif
"['order', 'penuh', 'mohamad', 'alvan', 'setiawan', 'sh', 'hyundai', 'atos', 'warna', 'biru', 'nopol', 'agck', 'terima', 'kasih', 'atas', 'jalan', 'rating']",positif
['bagus'],positif
"['terima', 'kasih']",positif
"['mantap', 'orang', 'rama']",positif
['mantap'],positif
['bagus'],positif
"['layan', 'ramah']",positif
['mantap'],positif
['suka'],positif
"['mantap', 'trima', 'kasih']",positif
['mantap'],positif
"['makasih', 'puas', 'd', 'layan', 'drivwrnya']",positif
"['mantap', 'aplikasi', 'maxim', 'transportasi', 'umum', 'yg', 'sangat', 'murah', 'gak', 'kaya', 'aplikasi', 'yg', 'belah', 'mahal', 'banget', 'padahal', 'jarak', 'yh', 'gk', 'jauh', 'titik', 'jemput', 'tuju']",positif
"['good', 'aplikasi']",positif
"['driver', 'nya', 'sangat', 'ramah', 'selalu', 'hatitks', 'abang', 'driverlancar', 'luncur', 'berkah', 'sukses', 'sllu']",positif
"['sangat', 'puas']",positif
['nyaman'],positif
['mantap'],positif
['puas'],positif
"['bagus', 'cepat']",positif
['terimakasih'],positif
['bagus'],positif
"['kemudi', 'ramah', 'aman']",positif
"['bpkny', 'cepat', 'hambel', 'ramah', 'sm', 'tumpang']",positif
['bagus'],positif
['keren'],positif
['baik'],positif
"['driver', 'ramah', 'sangat', 'bantu']",positif
['baik'],positif
"['bagus', 'pelayann', 'ramah']",positif
['mantap'],positif
"['terima', 'kasih']",positif
"['driver', 'ramah', 'mobil', 'bersih', 'wangi']",positif
['bagus'],positif
['baik'],positif
['baik'],positif
"['ramah', 'baik']",positif
"['orgnya', 'ramah', 'baik']",positif
['good'],positif
"['terima', 'kasihmantap']",positif
"['supir', 'ramah']",positif
"['sangat', 'baik', 'antar', 'anak', 'rs', 'smoga', 'banyak', 'rezeki', 'pak']",positif
['baik'],positif
"['driver', 'sahat', 'ramah']",positif
"['oke', 'sip']",positif
"['terimakasihkeadaan', 'ujan', 'deras', 'mau', 'terima', 'orderankelihatan', 'sabar', 'orangnyaterimakasih', 'banyak', 'bantu']",positif
"['layan', 'oke', 'ramah']",positif
['good'],positif
['bagus'],positif
['mantap'],positif
['mantap'],positif
"['sangat', 'baik', 'sangat', 'bantu']",positif
"['layan', 'sangat', 'baik']",positif
"['bawa', 'motor', 'nya', 'enak', 'mas', 'nya', 'ramah']",positif
['nice'],positif
['good'],positif
"['sangat', 'puas']",positif
"['sangat', 'ramah']",positif
['bagus'],positif
"['respon', 'nya', 'baik']",positif
['puas'],positif
"['sangat', 'puas']",positif
['mantap'],positif
['bagus'],positif
['baik'],positif
"['baik', 'ramah', 'cepat']",positif
"['makasih', 'kk']",positif
"['driver', 'ramah', 'sabar', 'mksh']",positif
"['udah', 'murah', 'nyaman', 'gak', 'k', 'hujan', 'kilat', 'tuju']",positif
"['bawah', 'motor', 'nya', 'tenang']",positif
"['sangat', 'puas']",positif
"['terima', 'kasih', 'atas', 'layan', 'nya']",positif
"['sangat', 'bgus']",positif
"['ramah', 'baik']",positif
"['layan', 'bagus', 'mantap']",positif
"['cukup', 'baik']",positif
"['driver', 'nya', 'baik', 'ramah', 'loyalitas', 'sedia', 'bantu', 'terima', 'kasih']",positif
"['terimakasih', 'layan']",positif
['ramah'],positif
"['order', 'penuh', 'ismail', 's', 'motorcycle', 'warna', 'cokelat', 'nopol', 'dnoa', 'terima', 'kasih', 'atas', 'jalan', 'rating']",positif
"['ramah', 'dn', 'cepat']",positif
"['sangat', 'bantu', 'sekali', 'alhamdulillah', 'bapak', 'amanah', 'ramah', 'sehat', 'njeh', 'pak', 'moga', 'rezeki', 'makin', 'lancar', 'sukses', 'selalu', 'maxim']",positif
"['sopir', 'ramah']",positif
['baik'],positif
"['sopan', 'layan', 'bagus']",positif
"['sangat', 'bagus', 'ramai']",positif
"['sangat', 'baik']",positif
"['responnya', 'bagus', 'cepat', 'ramah', 'trimkasih']",positif
"['memuaskanterima', 'kasih']",positif
"['ramah', 'cepat']",positif
"['layan', 'sangat', 'baik']",positif
['oke'],positif
"['layan', 'nya', 'cepat', 'tanggap', 'responsif', 'trus', 'baik', 'banget', 'driver', 'nya', 'pokkok', 'nya', 'klo', 'bintang', 'tak', 'kasih', 'deh', 'mkasih', 'banyak', 'pak']",positif
"['makas', 'sangat', 'bantu', 'nyaman', 'jalan']",positif
"['sangat', 'bantu']",positif
['baik'],positif
['baik'],positif
"['sangat', 'baik', 'kemudi']",positif
"['driver', 'nya', 'ramah']",positif
"['this', 'is', 'awesome', 'd']",positif
['baik'],positif
"['bapak', 'baik']",positif
"['bagus', 'layan']",positif
['bagus'],positif
"['maxim', 'sangat', 'bantu', 'cepat', 'harga', 'nya', 'murah', 'sangat', 'terbatusemoga', 'maxim', 'bantu', 'lebih', 'banyak']",positif
"['maap', 'pak', 'gak', 'jadi']",negatif
"['orang', 'nya', 'ramah']",positif
"['sangat', 'puas', 'layananyadan', 'respon', 'cepatdan', 'driver', 'sangt', 'percaya']",positif
"['baik', 'ramah']",positif
['good'],positif
"['sangat', 'baik']",positif
"['sopir', 'y', 'baik', 'ramah', 'sangat', 'puas']",positif
"['sopir', 'baik']",positif
['bagus'],positif
['ramah'],positif
['baik'],positif
"['baik', 'cepat']",positif
"['aplikasi', 'keren', 'mudah', 'cepat', 'tuju']",positif
"['cepat', 'ramah']",positif
"['kemudi', 'sangat', 'ramah']",positif
['mantap'],positif
['mantap'],positif
"['mantap', 'ramah', 'banget']",positif
"['sangat', 'baik']",positif
['good'],positif
"['baik', 'sangat', 'berhatihati', 'dlm', 'berkrendara']",positif
"['order', 'nya', 'cepet', 'datang', 'nya', 'gk', 'perlu', 'nunggu', 'lama']",negatif
"['baik', 'pelayanannyq']",positif
['good'],positif
['mantap'],positif
"['bagus', 'aplikasi']",positif
"['sunggu', 'bagus', 'tepat', 'waktu', 'bgnya']",positif
"['oke', 'deh', 'pak']",positif
"['baik', 'banget', 'bapak']",positif
['oke'],positif
"['driver', 'ramah']",positif
"['mantap', 'terimakasih', 'tepat', 'waktu']",positif
"['abang', 'driver', 'nya', 'asik']",positif
"['drivernya', 'ramah']",positif
"['kemudi', 'hati', 'bagus', 'bersih', 'driver', 'yaa']",positif
['bagus'],positif
"['kemudi', 'ramah', 'sopan', 'good', 'job']",positif
"['sangat', 'bantu', 'aktvtas', 'transportasi']",positif
"['sangat', 'puas']",positif
"['sangat', 'manfaat']",positif
"['aplikasi', 'digital', 'bagus']",positif
"['on', 'time', 'makasih', 'abg']",positif
"['murah', 'supir', 'ramah']",positif
"['nuhun', 'pak', 'supir', 'sukses']",positif
"['maxim', 'nya', 'ramah']",positif
"['sangat', 'kesan']",positif
"['cepat', 'jemput', 'nya', 'orang', 'nya', 'ramah', 'baik', 'hati']",positif
"['mantap', 'pake', 'maxim', 'cepat', 'irit', 'aman']",positif
"['sangat', 'baik', 'dn', 'ramah', 'ksi', 'nilai', 'yg', 'bgus', 'buat', 'beliau']",positif
"['sehat', 'sehat', 'pak']",positif
['mantap'],positif
['good'],positif
['nice'],positif
"['mantap', 'nyaman']",positif
"['good', 'job', 'good', 'driver', 'thank', 'u']",positif
['good'],positif
"['bgus', 'ramah', 'pengenudinya']",positif
['ramah'],positif
['bagus'],positif
['good'],positif
['mantap'],positif
['mantap'],positif
"['makasih', 'bang']",positif
['ramah'],positif
['senang'],positif
"['sangat', 'bagus']",positif
"['good', 'job']",positif
"['driver', 'sangat', 'ramah']",positif
"['pngemudi', 'ramah']",positif
['baik'],positif
['terimakasih'],positif
"['ramah', 'baikkk']",positif
"['good', 'driver']",positif
"['good', 'job']",positif
['makasih'],positif
['ramah'],positif
['mantap'],positif
"['kurir', 'nya', 'ramah', 'baik', 'cepat', 'memang', 'baik', 'maxim', 'tetap', 'tahan']",positif
"['terima', 'kasih']",positif
"['bagus', 'keren']",positif
"['maximsangat', 'membantubagi', 'siap', 'yg', 'guna', 'maxi', 'terimakasih', 'aplikasidari', 'maxim']",positif
['good'],positif
"['mantap', 'sangat', 'cepat']",positif
"['sangat', 'baik', 'pelayananya']",positif
['terimakasih'],positif
"['order', 'penuh', 'cecep', 'anwar', 'sanusi', 'motorcycle', 'warna', 'biru', 'nopol', 'tow', 'terima', 'kasih', 'atas', 'jalan', 'rating']",positif
"['alhamdulillah', 'bapak', 'nya', 'baik', 'banget', 'hujanhujan', 'gin', 'mau', 'nerima', 'order', 'jauh', 'hihi', 'semangat', 'pak']",positif
"['driver', 'ramah', 'bersihmengemudi', 'hati', 'pokok', 'yaa', 'mantep', 'driver']",positif
"['orang', 'baik', 'trima', 'kasih']",positif
['good'],positif
['mantap'],positif
"['driver', 'nya', 'oke']",positif
"['lebih', 'jangkau', 'ongkos', 'aplikasi']",positif
['nyaman'],positif
['terimakasih'],positif
['good'],positif
"['ramah', 'nyaman', 'utama', 'selamat']",positif
"['malm', 'admin', 'mau', 'tanya', 'mudah', 'mudah', 'jawab', 'maxim', 'lihat', 'no', 'hp', 'tumpang']",positif
['baikk'],positif
"['layan', 'nya', 'sangat', 'baik']",positif
['mantap'],positif
"['ramah', 'nyaman']",positif
"['sangat', 'baik']",positif
['baik'],positif
"['driver', 'asyik']",positif
"['kali', 'dpt', 'driver', 'ramah', 'banget']",positif
['mantap'],positif
"['topp', 'no', 'komennn']",negatif
"['oke', 'mantap']",positif
"['the', 'best', 'of', 'the', 'best', 'driver']",positif
['terimakasih'],positif
"['sangat', 'bantu', 'butuh', 'tumpang']",positif
"['baik', 'orang']",positif
"['layan', 'ramah']",positif
"['terima', 'kasih', 'atas', 'nyaman']",positif
"['ramahamandan', 'cepat']",positif
"['aman', 'nyaman']",positif
"['cukup', 'baik']",positif
['oke'],positif
['baik'],positif
"['sopir', 'ramah', 'baik']",positif
['good'],positif
"['drivernya', 'ramah', 'rapi']",positif
['good'],positif
['terimakasih'],positif
"['ramah', 'bageur']",positif
['best'],positif
['mantap'],positif
"['pokoke', 'mantap']",positif
"['murah', 'ramah', 'mud']",positif
"['drivernya', 'ramah']",positif
"['maaf', 'kak']",negatif
['baik'],positif
"['makasih', 'bg']",positif
['mantap'],positif
"['bagus', 'ramah', 'cepat']",positif
['good'],positif
"['sangat', 'baik']",positif
['best'],positif
['mantap'],positif
"['trima', 'kasih', 'pak', 'antar', 'selamat']",positif
"['mantap', 'layan', 'driver', 'ramah']",positif
"['layan', 'yg', 'baik', 'ramah']",positif
['bagus'],positif
['bagus'],positif
"['baik', 'the', 'best']",positif
"['abg', 'nya', 'baik']",positif
"['perlu', 'baik', 'map', 'almt', 'google', 'tdk', 'pantau', 'jln', 'batua', 'raya', 'batua', 'raya', 'driver', 'temu', 'sasar', 'sesuai', 'arah', 'konsumen']",positif
"['terima', 'kasih', 'atas', 'layan']",positif
"['order', 'penuh', 'haskar', 'motorcycle', 'warna', 'biru', 'muda', 'nopol', 'ktbas', 'terima', 'kasih', 'atas', 'jalan', 'rating']",positif
"['sangat', 'nyaman']",positif
"['baik', 'ramah']",positif
"['sngatt', 'baikk']",positif
"['sangat', 'baik']",positif
"['sikap', 'baik']",positif
"['ramah', 'sopan']",positif
"['cepat', 'tiba', 'cekat', 'antar', 'penuh', 'hati', 'paling', 'utama', 'jujur', 'krn', 'hp', 'jaga', 'hp', 'tinggal', 'kembali', 'bukan', 'masalah', 'hp', 'cina', 'nilai', 'jujur', 'mahal', 'moga', 'bawa', 'image', 'maxim', 'lebih', 'baik', 'terima', 'kasih', 'pak', 'sumanta', 'bbyx']",positif
"['mobil', 'sangat', 'tdk', 'nyaman', 'kotorbau', 'rokok', 'mohon', 'baik']",positif
"['sangat', 'baik']",positif
"['sangat', 'baik']",positif
"['layan', 'sangat', 'baik']",positif
"['driver', 'ramah', 'tepat', 'tuju', 'patut', 'apresiasi', 'aplikasi', 'maxim']",positif
['good'],positif
"['keren', 'hati', 'buat', 'bapak', 'nya', 'semangat', 'terus']",positif
['keren'],positif
"['ramah', 'baik']",positif
"['ad', 'aj', 'driver', 'yg', 'males', 'pkek', 'atributtpi', 'gk', 'mslah', 'krna', 'ad', 'plat', 'mtor', 'tpi', 'helmnytolongla', 'driver', 'klo', 'udah', 'gak', 'layak', 'pakai', 'yg', 'ganti', 'minimal', 'cuci', 'klo', 'dah', 'dakianpayah', 'jorok', 'driver', 'gin', 'ma', 'adminmaf', 'aj', 'klo', 'ktmu', 'cs', 'yg', 'suka', 'ksih', 'negatif', 'krna', 'it', 'slah', 'sndiri']",negatif
"['sangat', 'baik', 'ramah']",positif
"['massnya', 'sangat', 'ramahh']",positif
"['order', 'penuh', 't', 'r', 'h', 'diparulian', 's', 'motorcycle', 'warna', 'hitam', 'nopol', 'bkalm', 'terima', 'kasih', 'atas', 'jalan', 'rating']",positif
['good'],positif
['okay'],positif
"['layan', 'yg', 'baik', 'trimakasih']",positif
"['sangat', 'baik']",positif
"['sangat', 'bantu']",positif
['bagus'],positif
['ramah'],positif
['baik'],positif
['mantap'],positif
['mantap'],positif
"['sangat', 'baik']",positif
"['baik', 'sopan', 'terima', 'kasih']",positif
"['driver', 'ramah', 'sangat', 'cepat', 'pkoknya', 'mantap']",positif
"['ramah', 'baik', 'tetap', 'selalu', 'semangat', 'kak', 'moga', 'sukses', 'selalu']",positif
['bagus'],positif
['nyaman'],positif
['keren'],positif
"['ramah', 'sopan']",positif
"['sangat', 'bantu']",positif
"['aplikasi', 'sangat', 'bagus', 'sekali']",positif
"['driver', 'nya', 'sopan', 'baik', 'sabar']",positif
"['pelayananya', 'baik']",positif
"['sangat', 'baik']",positif
"['ramah', 'tepat', 'waktu']",positif
"['driver', 'keren']",positif
"['adek', 'bagus', 'layan', 'cepat', 'hati', 'hati', 'bawa', 'salut', 'good', 'job', 'dek']",positif
"['sangat', 'sangat', 'baik', 'sopan']",positif
"['good', 'drivernya']",positif
['baik'],positif
"['cepat', 'ramah']",positif
"['poko', 'nya', 'top', 'cer']",positif
"['driver', 'ramah', 'sopan']",positif
['good'],positif
['ramah'],positif
"['layan', 'cepat', 'drivernya', 'sopan', 'ramah']",positif
"['pernah', 'order', 'maxim', 'jangan', 'takut', 'data', 'antar', 'lengkap', 'damping', 'map', 'tuju']",positif
"['mudah', 'segala', 'nya']",positif
"['sangat', 'nyaman', 'cepat']",positif
"['nyaman', 'lah', 'dripernya', 'ramah']",positif
"['drivernya', 'ramah']",positif
"['trima', 'kasih', 'barang', 'aman', 'driver', 'baik', 'ramah']",positif
"['layan', 'nya', 'sangat', 'baik']",positif
"['drivernya', 'ramah']",positif
"['layan', 'sangat', 'bagus']",positif
"['tingkatin', 'donk', 'titik', 'lokasi', 'nya', 'luas', 'biar', 'mudah', 'jalan']",positif
"['sangat', 'bagus']",positif
['mantap'],positif
['bagus'],positif
"['supirnya', 'ramah']",positif
['bagus'],positif
"['sangat', 'bagus']",positif
"['driver', 'ramah']",positif
"['sangat', 'bagus']",positif
['terimakasih'],positif
"['sopir', 'ramadan', 'mau', 'bantu', 'tuntun', 'tunanetra']",positif
"['kalo', 'isi', 'saldo', 'jgn', 'kena', 'potong', 'kasiah', 'driver', 'nya', 'potong', 'isi', 'saldo', 'terus', 'pas', 'narik', 'kena', 'potong']",positif
"['bapak', 'baik', 'sekali', 'semangat', 'pak']",positif
['good'],positif
"['abng', 'maxim', 'nya', 'ramahbawanya', 'pelan']",positif
"['terima', 'kasih', 'kk']",positif
['baik'],positif
['bagus'],positif
['baik'],positif
['nyaman'],positif
"['bagus', 'action', 'cepat', 'layan', 'ramah']",positif
"['bgt', 'bapak', 'ramah']",positif
"['drivernya', 'cepat', 'datang', 'cepat', 'antar', 'sampaintujuan', 'ramah']",positif
"['ramah', 'mobil', 'bersih']",positif
['good'],positif
"['nyaman', 'murah']",positif
"['driver', 'tepat', 'waktu', 'ramah']",positif
['bagus'],positif
"['driver', 'sangat', 'ramahtrim', 'kk']",positif
"['terimakasih', 'paksukses', 'selaluaamiin']",positif
['bagus'],positif
['mantap'],positif
['senang'],positif
"['makasih', 'kak']",positif
['baik'],positif
['terimakasih'],positif
['bagus'],positif
['oke'],positif
"['sangat', 'baik']",positif
"['orangny', 'baik', 'anterin', 'tempat', 'ny']",positif
"['sngat', 'baik']",positif
"['cukup', 'baik']",positif
"['bpknya', 'gercep', 'terimakasih', 'pak']",positif
"['good', 'job']",positif
"['good', 'jobs']",positif
['nyaman'],positif
"['driver', 'sangat', 'ramah', 'sopon']",positif
"['cepat', 'aman', 'nyaman']",positif
['baik'],positif
"['trimakasih', 'pak', 'sehat', 'selalu']",positif
['mantap'],positif
"['baik', 'bagaimana', 'cara', 'dapat', 'code', 'promo', 'ulang']",positif
"['good', 'job']",positif
"['sangat', 'ramah']",positif
"['aplikasi', 'dungu', 'gw', 'order', 'delivery', 'gaada', 'ambil', 'gegara', 'argo', 'kecil', 'akhir', 'mau', 'ga', 'mau', 'pindah', 'aplikasi', 'belah', 'gercep', 'meski', 'argo', 'naik', 'dikit', 'ajar', 'woy', 'aplikasi', 'kompetitor', 'biar', 'ga', 'stuck', 'situ', 'mulu', 'denger', 'driver', 'nih', 'aplikasi', 'cuman', 'jual', 'jakethelm', 'buat', 'mitra', 'driver', 'pantes', 'ga', 'kembang', 'mulu', 'nih', 'aplikasi', 'mikir', 'cuan', 'mulu', 'buntung', 'mitra', 'iya']",negatif
"['trima', 'kasih', 'layan', 'bagus', 'cepat']",positif
"['titik', 'jmputnya', 'susah', 'gk', 'sama']",negatif
"['order', 'penuh', 'daud', 'mooduto', 'trike', 'warna', 'hijau', 'nopol', 'dmabt', 'terima', 'kasih', 'atas', 'jalan', 'rating']",positif
"['mudah', 'guna', 'sangat', 'bantu']",positif
"['bagus', 'cepat']",positif
"['bagus', 'sopan']",positif
"['terimakasih', 'mas', 'nya', 'baik', 'sopanselamat', 'tuju']",positif
"['drivernya', 'baik']",positif
['keren'],positif
"['driver', 'sangat', 'ramah']",positif
"['baik', 'bantu']",positif
['good'],positif
"['positif', 'mas', 'baik']",positif
"['sangat', 'bantu', 'jalan', 'lebih', 'mudah', 'moga', 'harga', 'tetap', 'jangkau']",positif
['good'],positif
['nice'],positif
['terimakasih'],positif
"['gak', 'jadi']",negatif
['bagus'],positif
"['mantap', 'pak', 'ramiris']",positif
"['layan', 'nya', 'baio', 'ramah']",positif
"['luar', 'biasa', 'aman', 'terima', 'kasih']",positif
"['moga', 'beri', 'lancar', 'order', 'yg', 'banyak']",positif
['oke'],positif
"['ganteng', 'baik']",positif
['bagus'],positif
"['mobil', 'nya', 'wanggi', 'driver', 'ramah']",positif
['nice'],positif
"['baik', 'hti', 'sombong']",negatif
['mantap'],positif
"['mantap', 'pesan', 'tepat', 'waktu', 'thanks']",positif
['good'],positif
['puas'],positif
"['driver', 'ramah', 'sopan', 'kendara']",positif
"['terimakasih', 'good', 'job']",positif
"['orang', 'nya', 'baik', 'baik', 'ramah']",positif
"['oc', 'sangat', 'nyaman']",positif
"['layan', 'sangat', 'baik', 'terima', 'kasih']",positif
['baik'],positif
"['layan', 'bagus']",positif
['bagus'],positif
"['sangat', 'ramah']",positif
"['salah', 'tuju']",negatif
"['driver', 'mantap']",positif
['terimakasih'],positif
['baik'],positif
"['cepat', 'tepat', 'waktu', 'layan', 'baik', 'kurang', 'komunikasi', 'pelngan']",positif
"['driver', 'yah', 'ramah']",positif
"['servis', 'bagus', 'sekali', 'orangx', 'sangat', 'rama']",positif
"['ramah', 'enak', 'ajak', 'bicara']",positif
['oke'],positif
['baik'],positif
['mantap'],positif
"['layan', 'mantap']",positif
"['sangat', 'puas']",positif
['keren'],positif
"['aman', 'nyaman']",positif
['terimakasih'],positif
['oke'],positif
"['layan', 'baik', 'asyik', 'ramah', 'respeonsib']",positif
"['sangat', 'puas']",positif
"['pelayananya', 'ramah']",positif
"['terimakasih', 'sekali', 'bapak', 'maaf', 'salah', 'kata', 'maupun', 'buat', 'maksud', 'apa', 'tadi', 'buru', 'buru', 'moga', 'bapak', 'keluarga', 'sehat', 'selalu', 'lancar', 'terus', 'rejekinyaa']",positif
['puas'],positif
"['mantap', 'cepat']",positif
"['mantap', 'sangat', 'bantu']",positif
"['layan', 'baik']",positif
['bagus'],positif
"['kerja', 'baik', 'ramah', 'murah', 'senyum', 'thanks', 'maxim']",positif
"['drivernya', 'ramah']",positif
"['drivernya', 'bertanggungjawab', 'antar', 'alamat']",positif
['good'],positif
"['alhamdulillah', 'lama', 'pake', 'maxim', 'smuanya', 'baikhrga', 'jg', 'murah', 'tq', 'maxim']",positif
"['drivernya', 'ramah', 'maxim', 'makin', 'sukses']",positif
"['sangat', 'bantu']",positif
"['bagus', 'simple', 'responsif']",positif
['oke'],positif
"['terimakasih', 'sangat', 'baik']",positif
"['tanggung', 'jawab', 'sikon', 'jebak', 'banjir']",negatif
"['aman', 'nyaman', 'ramah']",positif
"['sangat', 'bagus']",positif
"['driver', 'responsif', 'ramah']",positif
"['oke', 'good', 'job', 'maxim']",positif
"['layan', 'sopir', 'bagus', 'ramah', 'tamah']",positif
"['sangat', 'baik']",positif
"['sangat', 'puas', 'layan']",positif
"['good', 'people']",positif
"['mantap', 'layan', 'cepat', 'driver', 'ramah']",positif
"['ramahdn', 'sopan']",positif
"['layan', 'driver', 'sangat', 'baik', 'sekali']",positif
"['baik', 'sesuai', 'titik']",positif
['mantap'],positif
"['tempat', 'tuju', 'selamat']",positif
"['layan', 'nya', 'baik', 'sangat', 'bantu', 'terimakasih']",positif
"['kurir', 'nya', 'baik', 'cpt', 'gk', 'ribet']",positif
['mantap'],positif
"['mantap', 'skali']",positif
"['ramah', 'sopan']",positif
"['puas', 'ramah']",positif
['mantap'],positif
"['makasih', 'kaka']",positif
"['sangat', 'baik']",positif
['istimewa'],positif
"['kasi', 'no', 'hp', 'kedriverklu', 'pkai', 'frivikasi', 'wajahsupaya', 'gk', 'ad', 'order', 'fiktif']",negatif
"['nice', 'driver']",positif
['good'],positif
['bagus'],positif
['mantap'],positif
"['ramah', 'baik']",positif
"['terima', 'kasih']",positif
